id,url,title,text,owner,datetime
19131091,https://t.me/lachentyt/16041,"москва дала сигнал про перехід до більш агресивної фази війни в Україні , - The New York Times Про це видання написало після наказу міністра оборони Росії шойгу ""активізувати атаки на всіх операційних напрямках""","москва дала сигнал про перехід до більш агресивної фази війни в Україні , - The New York Times Про це видання написало після наказу міністра оборони Росії шойгу ""активізувати атаки на всіх операційних напрямках"".",Лачен пише,2022-07-16T21:04:06+00:00
19131163,https://t.me/tsn_ua/298456,"Путін залякує Україну розпочати серйозний наступ, якщо Київ не погодиться на його ультиматум - генерал армії Читати далі","Путін залякує Україну розпочати серйозний наступ, якщо Київ не погодиться на його ультиматум - генерал армії Читати далі",ТСН,2022-07-16T20:14:50+00:00
19131165,https://t.me/tsn_ua/298457,"Зеленська: ""Бути пацифістом, коли на вас несеться вбивця зі зброєю, – це останнє рішення у вашому житті"" Читати далі","Зеленська: ""Бути пацифістом, коли на вас несеться вбивця зі зброєю, – це останнє рішення у вашому житті"" Читати далі",ТСН,2022-07-16T20:14:51+00:00
19131166,https://t.me/tsn_ua/298458,Зеленський назвав фейками повідомлення про масові ракетні обстріли 16 липня Читати далі,Зеленський назвав фейками повідомлення про масові ракетні обстріли 16 липня Читати далі,ТСН,2022-07-16T20:14:52+00:00
19131168,https://t.me/tsn_ua/298459,"""Це дуже складне завдання"": експерт розповів, чи вистачить Україні газу на зиму Читати далі","""Це дуже складне завдання"": експерт розповів, чи вистачить Україні газу на зиму Читати далі",ТСН,2022-07-16T20:14:54+00:00
19131169,https://t.me/tsn_ua/298460,Відвоюємо своє й відбудуємо нормальне життя - Зеленський у річницю ухвалення Декларації про державний суверенітет України Читати далі,Відвоюємо своє й відбудуємо нормальне життя - Зеленський у річницю ухвалення Декларації про державний суверенітет України Читати далі,ТСН,2022-07-16T20:14:55+00:00
19131170,https://t.me/tsn_ua/298462,Путін має дедлайн у війни проти України - військовий ескперт Читати далі,Путін має дедлайн у війни проти України - військовий ескперт Читати далі,ТСН,2022-07-16T20:14:57+00:00
19131243,https://t.me/tsn_ua/298476,"У Чорному морі зменшилося корабельне угруповання противника, але залишилися 16 крилатих ракет типу ""Калібр"" Читати далі","У Чорному морі зменшилося корабельне угруповання противника, але залишилися 16 крилатих ракет типу ""Калібр"" Читати далі",ТСН,2022-07-17T01:14:08+00:00
19131246,https://t.me/tsn_ua/298477,"""Прильоти"" у Харкові: у місті лунають вибухи Читати далі","""Прильоти"" у Харкові: у місті лунають вибухи Читати далі",ТСН,2022-07-17T01:14:09+00:00
19131247,https://t.me/tsn_ua/298478,У Миколаєві лунають вибухи: пройдіть в укриття Читати далі,У Миколаєві лунають вибухи: пройдіть в укриття Читати далі,ТСН,2022-07-17T01:14:10+00:00
19131251,https://t.me/tsn_ua/298473,"Байден пообіцяв не залишити на Близькому Сході вакууму, щоб його заповнили Китай, Росія чи Іран Читати далі","Байден пообіцяв не залишити на Близькому Сході вакууму, щоб його заповнили Китай, Росія чи Іран Читати далі",ТСН,2022-07-17T00:14:12+00:00
19131252,https://t.me/tsn_ua/298474,Повітряні сили відбили ракетний удар з Каспію Читати далі,Повітряні сили відбили ракетний удар з Каспію Читати далі,ТСН,2022-07-17T00:14:13+00:00
19131253,https://t.me/tsn_ua/298475,У Греції розбився український вантажний літак - ЗМІ Читати далі,У Греції розбився український вантажний літак - ЗМІ Читати далі,ТСН,2022-07-17T00:14:14+00:00
19131354,https://t.me/tsn_ua/298468,"В Міноборони РФ ""анонсували"" нові удари по Україні: які міста та об'єкти - під загрозою Читати далі","В Міноборони РФ ""анонсували"" нові удари по Україні: які міста та об'єкти - під загрозою Читати далі",ТСН,2022-07-16T22:14:58+00:00
19131355,https://t.me/tsn_ua/298469,"Є ризик, що ""Газпром"" зупинить транзит і це може бути енергетичним шоком для Європи - Макогон Читати далі","Є ризик, що ""Газпром"" зупинить транзит і це може бути енергетичним шоком для Європи - Макогон Читати далі",ТСН,2022-07-16T22:14:59+00:00
19131356,https://t.me/tsn_ua/298470,"Арестович анонсував, що з Кримським мостом ""можуть трапитися всілякі неприємності"" Читати далі","Арестович анонсував, що з Кримським мостом ""можуть трапитися всілякі неприємності"" Читати далі",ТСН,2022-07-16T22:14:59+00:00
19131357,https://t.me/tsn_ua/298471,"Загроза наступу з Придністров'я: українські прикордонники показали, як боронять кордон з невизнаною ""республікою"" Читати далі","Загроза наступу з Придністров'я: українські прикордонники показали, як боронять кордон з невизнаною ""республікою"" Читати далі",ТСН,2022-07-16T22:15:00+00:00
19131362,https://t.me/tsn_ua/298472,"""Обстріли Росії"": у ЦПД спростували маніпуляції, які ворог поширював 16 липня Читати далі","""Обстріли Росії"": у ЦПД спростували маніпуляції, які ворог поширював 16 липня Читати далі",ТСН,2022-07-16T22:15:01+00:00
19131387,https://t.me/tsn_ua/298490,Окупанти невдало провели розвідку боєм поблизу Берестового та Білогорівки - Генштаб Читати далі,Окупанти невдало провели розвідку боєм поблизу Берестового та Білогорівки - Генштаб Читати далі,ТСН,2022-07-17T06:14:47+00:00
19131388,https://t.me/tsn_ua/298491,"В ЗСУ пояснили, чому із західних регіонів мобілізують більше військових, аніж з інших Читати далі","В ЗСУ пояснили, чому із західних регіонів мобілізують більше військових, аніж з інших Читати далі",ТСН,2022-07-17T06:14:47+00:00
19131389,https://t.me/tsn_ua/298492,"Чи замерзне Європа, якщо Путін перекриє газовий вентиль, і де братиме газ Україна: інтерв’ю з Сергієм Макогоном Читати далі","Чи замерзне Європа, якщо Путін перекриє газовий вентиль, і де братиме газ Україна: інтерв’ю з Сергієм Макогоном Читати далі",ТСН,2022-07-17T06:14:48+00:00
19131390,https://t.me/tsn_ua/298493,"Окупанти, які мали ""безпосередній контакт"" з ЗСУ, шукають шляхи втечі додому - Генштаб Читати далі","Окупанти, які мали ""безпосередній контакт"" з ЗСУ, шукають шляхи втечі додому - Генштаб Читати далі",ТСН,2022-07-17T06:14:49+00:00
19131391,https://t.me/tsn_ua/298494,Ситуація на Херсонщині: ЗСУ знищили базу окупантів на березі Чорного моря Читати далі,Ситуація на Херсонщині: ЗСУ знищили базу окупантів на березі Чорного моря Читати далі,ТСН,2022-07-17T06:14:50+00:00
19131393,https://t.me/tsn_ua/298495,Путін наказав військам захопити Харків та область - ISW Читати далі,Путін наказав військам захопити Харків та область - ISW Читати далі,ТСН,2022-07-17T06:14:54+00:00
19131394,https://t.me/tsn_ua/298496,"""Не дає спокою росіянам"": Гайдай заявив, що два села на Луганщині залишаються під контролем ЗСУ Читати далі","""Не дає спокою росіянам"": Гайдай заявив, що два села на Луганщині залишаються під контролем ЗСУ Читати далі",ТСН,2022-07-17T06:14:55+00:00
19131543,https://t.me/lachentyt/16045,"Українські військові грамотно відбили спробу розвідки боєм під Білогорівкою, — Генштаб.","Українські військові грамотно відбили спробу розвідки боєм під Білогорівкою, — Генштаб.",Лачен пише,2022-07-17T06:35:45+00:00
19132659,https://t.me/lachentyt/16021,Відпрацювало ПВО у Дніпропетровській області,Відпрацювало ПВО у Дніпропетровській області,Лачен пише,2022-07-16T13:51:35+00:00
19132753,https://t.me/lachentyt/16022,"Дивлюсь, що російський тероризм багатьох психологічно похитнув.","Дивлюсь, що російський тероризм багатьох психологічно похитнув. Саме цього і домагається ворог, стільки панічних і істеричних фейків із чатів давно не було",Лачен пише,2022-07-16T14:19:52+00:00
19132754,https://t.me/lachentyt/16023,❗️ Мільйон ракет в дупу путіна вилетіло із Дніпра,❗️ Мільйон ракет в дупу путіна вилетіло із Дніпра,Лачен пише,2022-07-16T14:21:34+00:00
19133874,https://t.me/tsn_ua/298389,9-річний футболіст оригінальним способом зібрав 120 тисяч гривень для українських військових Читати далі,9-річний футболіст оригінальним способом зібрав 120 тисяч гривень для українських військових Читати далі,ТСН,2022-07-16T12:14:36+00:00
19133875,https://t.me/tsn_ua/298386,Трансферне вікно-2022: все про літні переходи у футбольних топлігах та УПЛ Читати далі,Трансферне вікно-2022: все про літні переходи у футбольних топлігах та УПЛ Читати далі,ТСН,2022-07-16T12:14:33+00:00
19133881,https://t.me/tsn_ua/298382,Вибіг з будинку із закривавленими руками: у Черкаській області чоловік намагався приховати вбивство Читати далі,Вибіг з будинку із закривавленими руками: у Черкаській області чоловік намагався приховати вбивство Читати далі,ТСН,2022-07-16T12:14:26+00:00
19133887,https://t.me/tsn_ua/298381,Україна повторила свій історичний рекорд за кількістю виграних золотих нагород на Всесвітніх іграх Читати далі,Україна повторила свій історичний рекорд за кількістю виграних золотих нагород на Всесвітніх іграх Читати далі,ТСН,2022-07-16T12:14:25+00:00
19133890,https://t.me/tsn_ua/298384,Як зберегти кріп на зиму в свіжому та сухому вигляді Читати далі,Як зберегти кріп на зиму в свіжому та сухому вигляді Читати далі,ТСН,2022-07-16T12:14:28+00:00
19133892,https://t.me/tsn_ua/298385,Російський газ та Трамп: Фукуяма попередив про майбутні загрози для України Читати далі,Російський газ та Трамп: Фукуяма попередив про майбутні загрози для України Читати далі,ТСН,2022-07-16T12:14:29+00:00
19133911,https://t.me/lachentyt/16020,Пишуть імовірність запуску ракет із акваторії Чорного моря.,Пишуть імовірність запуску ракет із акваторії Чорного моря.,Лачен пише,2022-07-16T13:09:52+00:00
19134011,https://t.me/tsn_ua/298383,"Вчені зрозуміли, чому у тиранозаврів були маленькі передні лапи Читати далі","Вчені зрозуміли, чому у тиранозаврів були маленькі передні лапи Читати далі",ТСН,2022-07-16T12:14:27+00:00
19134362,https://t.me/lachentyt/16018,"Такого рівня прозорості та співробітництва, як зараз, не було ніколи , — пані посол України в США.","Такого рівня прозорості та співробітництва, як зараз, не було ніколи , — пані посол України в США.",Лачен пише,2022-07-16T12:36:43+00:00
19134365,https://t.me/lachentyt/16019,Пан Головнокомандувач Залужний 🥺,Пан Головнокомандувач Залужний 🥺,Лачен пише,2022-07-16T12:50:12+00:00
19134383,https://t.me/tsn_ua/298387,"""Люди ще спали"": під час ракетного удару по Чугуєву загинуло подружжя Читати далі","""Люди ще спали"": під час ракетного удару по Чугуєву загинуло подружжя Читати далі",ТСН,2022-07-16T12:14:34+00:00
19134386,https://t.me/tsn_ua/298388,"Україна отримає дві батареї, не дві системи протиповітряної оборони NASAMS - ЗСУ Читати далі","Україна отримає дві батареї, не дві системи протиповітряної оборони NASAMS - ЗСУ Читати далі",ТСН,2022-07-16T12:14:35+00:00
19134434,https://t.me/tsn_ua/298402,Сторінку Тіни Кароль в Instagram заблокували Читати далі,Сторінку Тіни Кароль в Instagram заблокували Читати далі,ТСН,2022-07-16T13:15:09+00:00
19134442,https://t.me/tsn_ua/298390,"В Одесі затримали чоловіка, який фотографував блокпости і об'єкти інфраструктури Читати далі","В Одесі затримали чоловіка, який фотографував блокпости і об'єкти інфраструктури Читати далі",ТСН,2022-07-16T13:14:53+00:00
19134443,https://t.me/tsn_ua/298391,Влада закликала жителів Сум та Білопілля залишити міста на вихідні Читати далі,Влада закликала жителів Сум та Білопілля залишити міста на вихідні Читати далі,ТСН,2022-07-16T13:14:54+00:00
19134444,https://t.me/tsn_ua/298392,Розірвала зірку на шматки: вчені зафіксували дивну поведінку чорної діри Читати далі,Розірвала зірку на шматки: вчені зафіксували дивну поведінку чорної діри Читати далі,ТСН,2022-07-16T13:14:55+00:00
19134446,https://t.me/tsn_ua/298393,"Чи загрожує щось чоловікам, які до війни виїхали за кордон та не повернулися до України Читати далі","Чи загрожує щось чоловікам, які до війни виїхали за кордон та не повернулися до України Читати далі",ТСН,2022-07-16T13:14:56+00:00
19134447,https://t.me/tsn_ua/298394,Влучили два снаряди: будинок наймолодшого чемпіона Європи зі стрибків у воду постраждав від обстрілів росіян Читати далі,Влучили два снаряди: будинок наймолодшого чемпіона Європи зі стрибків у воду постраждав від обстрілів росіян Читати далі,ТСН,2022-07-16T13:14:57+00:00
19134448,https://t.me/tsn_ua/298395,Окупанти бояться артилеристів ЗСУ і більше не зберігають боєприпаси на складах - Гайдай Читати далі,Окупанти бояться артилеристів ЗСУ і більше не зберігають боєприпаси на складах - Гайдай Читати далі,ТСН,2022-07-16T13:15:01+00:00
19134449,https://t.me/tsn_ua/298396,"В Україні розширили перелік громад, які окуповані та перебувають у зонах бойових дій (мапа) Читати далі","В Україні розширили перелік громад, які окуповані та перебувають у зонах бойових дій (мапа) Читати далі",ТСН,2022-07-16T13:15:02+00:00
19134450,https://t.me/tsn_ua/298397,"Спецпідрозділ Kraken показав відео спецоперації в Білогорівці, під час якої знищили 60 окупантів та ворожу техніку Читати далі","Спецпідрозділ Kraken показав відео спецоперації в Білогорівці, під час якої знищили 60 окупантів та ворожу техніку Читати далі",ТСН,2022-07-16T13:15:03+00:00
19134451,https://t.me/tsn_ua/298398,"Росіяни щонайменше двічі відвідували Іран, щоб оглянути безпілотники - Салліван Читати далі","Росіяни щонайменше двічі відвідували Іран, щоб оглянути безпілотники - Салліван Читати далі",ТСН,2022-07-16T13:15:04+00:00
19134453,https://t.me/tsn_ua/298399,"Ракетний обстріл Вінниці: рятувальники завершили розбирати завали, одна людина досі не знайдена Читати далі","Ракетний обстріл Вінниці: рятувальники завершили розбирати завали, одна людина досі не знайдена Читати далі",ТСН,2022-07-16T13:15:05+00:00
19134454,https://t.me/tsn_ua/298400,"Українець здобув ""срібло"" юнацького чемпіонату Європи із сучасного п'ятиборства Читати далі","Українець здобув ""срібло"" юнацького чемпіонату Європи із сучасного п'ятиборства Читати далі",ТСН,2022-07-16T13:15:06+00:00
19134456,https://t.me/tsn_ua/298401,"Росіяни обстріляли Краматорськ ракетою ""Торнадо-С"" із осколково-фугасним зарядом (фото) Читати далі","Росіяни обстріляли Краматорськ ракетою ""Торнадо-С"" із осколково-фугасним зарядом (фото) Читати далі",ТСН,2022-07-16T13:15:07+00:00
19135022,https://t.me/lachentyt/16005,"Республіканці побоюються, що заяви Спартц можуть нашкодити відносинам США і України , — Politico.","Республіканці побоюються, що заяви Спартц можуть нашкодити відносинам США і України , — Politico. Вони стурбовані тим, що публічний розрив Спартц із Зеленським — і її звинувачення в корупції щодо його найближчих помічників — можуть передвіщати майбутні тріщини в підтримці України США.",Лачен пише,2022-07-16T08:32:56+00:00
19135374,https://t.me/lachentyt/16007,Прошу репост Особливо ті хто має іноземних підписників,Прошу репост Особливо ті хто має іноземних підписників,Лачен пише,2022-07-16T08:53:39+00:00
19135375,https://t.me/lachentyt/16008,Вогневий наліт на Білогорівку В ході операції бійцями спецпідрозділу «KRAKEN» було ліквідовано 60 чол,"Вогневий наліт на Білогорівку В ході операції бійцями спецпідрозділу «KRAKEN» було ліквідовано 60 чол. особового складу противника, знищено 5 одиниць ворожої техніки. Ще двох окупантів було взято в полон.",Лачен пише,2022-07-16T08:55:14+00:00
19135616,https://t.me/lachentyt/16004,Як виглядає Вінниця після атаки російськими ракетами.,Як виглядає Вінниця після атаки російськими ракетами.,Лачен пише,2022-07-16T08:17:45+00:00
19135646,https://t.me/tsn_ua/298348,Внаслідок ракетного обстрілу окупантів частина Дніпра залишилася без водопостачання Читати далі,Внаслідок ракетного обстрілу окупантів частина Дніпра залишилася без водопостачання Читати далі,ТСН,2022-07-16T08:14:17+00:00
19135647,https://t.me/tsn_ua/298349,Росіяни вдарили по Одесі: Труханов показав наслідки (відео) Читати далі,Росіяни вдарили по Одесі: Труханов показав наслідки (відео) Читати далі,ТСН,2022-07-16T08:14:18+00:00
19135664,https://t.me/tsn_ua/298340,Окупанти обстріляли з мінометів та ракет кілька громад у Сумській області Читати далі,Окупанти обстріляли з мінометів та ракет кілька громад у Сумській області Читати далі,ТСН,2022-07-16T08:14:07+00:00
19135665,https://t.me/tsn_ua/298341,"В Україні зросла кількість дітей, які загинули внаслідок російської агресії Читати далі","В Україні зросла кількість дітей, які загинули внаслідок російської агресії Читати далі",ТСН,2022-07-16T08:14:09+00:00
19135666,https://t.me/tsn_ua/298342,Ракетні удари по Дніпру і Одесі та мінометний обстріл Сумщини: як минула ніч у регіонах Читати далі,Ракетні удари по Дніпру і Одесі та мінометний обстріл Сумщини: як минула ніч у регіонах Читати далі,ТСН,2022-07-16T08:14:10+00:00
19135667,https://t.me/tsn_ua/298343,Над Кременчуком збили російську ракету (фото) Читати далі,Над Кременчуком збили російську ракету (фото) Читати далі,ТСН,2022-07-16T08:14:11+00:00
19135668,https://t.me/tsn_ua/298344,Кім розповів про наслідки ранкових обстрілів Миколаєва та області: що відомо Читати далі,Кім розповів про наслідки ранкових обстрілів Миколаєва та області: що відомо Читати далі,ТСН,2022-07-16T08:14:12+00:00
19135669,https://t.me/tsn_ua/298345,ЗСУ відправили за кораблем ще 140 росіян: названо нові бойові втрати окупантів Читати далі,ЗСУ відправили за кораблем ще 140 росіян: названо нові бойові втрати окупантів Читати далі,ТСН,2022-07-16T08:14:14+00:00
19135670,https://t.me/tsn_ua/298346,Ракетний удар по Вінниці: кількість жертв зросла до 24 Читати далі,Ракетний удар по Вінниці: кількість жертв зросла до 24 Читати далі,ТСН,2022-07-16T08:14:15+00:00
19135671,https://t.me/tsn_ua/298347,Ірина Шейк виправдалася за використання російського терористичного символу z Читати далі,Ірина Шейк виправдалася за використання російського терористичного символу z Читати далі,ТСН,2022-07-16T08:14:16+00:00
19135688,https://t.me/lachentyt/16003,"Пентагон не бачить ознак того, що зброя для України пішла кудись, крім боротьби з РФ , — Міноборони США.","Пентагон не бачить ознак того, що зброя для України пішла кудись, крім боротьби з РФ , — Міноборони США. «Ми не відстежуємо зброю. Я маю на увазі, що ми дуже добре знаємо, що українці використовують зброю, яку ми їм надали, і не бачили жодних ознак того, що ця зброя пішла ще кудись, окрім як для боротьби із росіянами».",Лачен пише,2022-07-16T07:51:04+00:00
19136240,https://t.me/tsn_ua/298829,"""Не можу говорити мовою ворогів"": Ігор Суркіс - про перехід на українську та трансферні чутки навколо ""Динамо"" Читати далі","""Не можу говорити мовою ворогів"": Ігор Суркіс - про перехід на українську та трансферні чутки навколо ""Динамо"" Читати далі",ТСН,2022-07-18T16:14:35+00:00
19136246,https://t.me/tsn_ua/298828,Польща змінила правила ввезення домашніх тварин з України: що варто знати Читати далі,Польща змінила правила ввезення домашніх тварин з України: що варто знати Читати далі,ТСН,2022-07-18T16:14:34+00:00
19136248,https://t.me/tsn_ua/298827,"Наталка Денисенко про російських акторів, які мовчать про війну: ""Щоб вони гнили у своїй Росії"" Читати далі","Наталка Денисенко про російських акторів, які мовчать про війну: ""Щоб вони гнили у своїй Росії"" Читати далі",ТСН,2022-07-18T16:14:33+00:00
19136312,https://t.me/tsn_ua/298812,В Росії 11 вересня відбудуться регіональні вибори: що вони означають для України та Путіна Читати далі,В Росії 11 вересня відбудуться регіональні вибори: що вони означають для України та Путіна Читати далі,ТСН,2022-07-18T16:14:17+00:00
19136314,https://t.me/tsn_ua/298813,"""Неукріплена фортеця півдня"": у ЗСУ пояснили, чому Росія постійно обстрілює Миколаїв Читати далі","""Неукріплена фортеця півдня"": у ЗСУ пояснили, чому Росія постійно обстрілює Миколаїв Читати далі",ТСН,2022-07-18T16:14:18+00:00
19136324,https://t.me/tsn_ua/298811,"Леся Нікітюк зізналась, скількох переселенців прихистила від початку повномасштабної війни Читати далі","Леся Нікітюк зізналась, скількох переселенців прихистила від початку повномасштабної війни Читати далі",ТСН,2022-07-18T16:14:16+00:00
19136332,https://t.me/tsn_ua/298814,"""Мілан"" оголосив про подовження контракту з 40-річним Ібрагімовичем Читати далі","""Мілан"" оголосив про подовження контракту з 40-річним Ібрагімовичем Читати далі",ТСН,2022-07-18T16:14:19+00:00
19136336,https://t.me/tsn_ua/298815,"Експерт пояснив, чому Міноборони РФ ""годує"" фейками з фронту Читати далі","Експерт пояснив, чому Міноборони РФ ""годує"" фейками з фронту Читати далі",ТСН,2022-07-18T16:14:21+00:00
19136340,https://t.me/tsn_ua/298810,"Про контрнаступ на Херсонському напрямку: росіяни перейшли в оборону, логістика максимально підірвана Читати далі","Про контрнаступ на Херсонському напрямку: росіяни перейшли в оборону, логістика максимально підірвана Читати далі",ТСН,2022-07-18T16:14:15+00:00
19136420,https://t.me/lachentyt/16108,Ічкерійці розпочали підготовку до бойових дій у Чечні Про це заявив речник батальйону ім.,"Ічкерійці розпочали підготовку до бойових дій у Чечні Про це заявив речник батальйону ім. Шейха Мансура Іслам Бєлокієв. За його словами, Ічкерія розділена на три фронти та 16 секторів. Йде інтенсивне збирання інформації міст дислокації росіян для атак.",Лачен пише,2022-07-18T16:19:25+00:00
19136450,https://t.me/tsn_ua/298821,Володимир Зеленський обговорив із президентом Бразилії відновлення експорту зерна Читати далі,Володимир Зеленський обговорив із президентом Бразилії відновлення експорту зерна Читати далі,ТСН,2022-07-18T16:14:27+00:00
19136452,https://t.me/tsn_ua/298816,"Росіяни намагаються довести, що Зміїний під їхнім контролем – ОК ""Південь"" Читати далі","Росіяни намагаються довести, що Зміїний під їхнім контролем – ОК ""Південь"" Читати далі",ТСН,2022-07-18T16:14:22+00:00
